marketplace	review_id	product_id	product_category	star_rating	helpful_votes
US	R17UEY9FS1S5EJ	0060175184	Books	5	0
US	R200N7BA6G2YXT	0440178002	Books	5	2
US	RT12VF1ENNFGT	0393314804	Books	5	0
US	R19K0DU1CY4R0P	0679731725	Books	5	1
US	R3QAT9T6YVVIHI	0345909887	Books	4	2
US	RKCPXWCJBG7OI	0385424736	Books	5	0
US	R1B39F01LM7FV7	044022165X	Books	5	0
US	R2FI3HFENJVHBJ	0345350499	Books	5	0
US	R3INRUOYCVDZU8	0061003697	Books	5	3
US	R18X6QA2DCH2D7	0393314804	Books	5	0
US	R3L0J9PEY9DWL5	0425107469	Books	5	0
US	R246BWVO28B289	0440211727	Books	5	0
US	R3TAK0M3C0ZSBX	0393312836	Books	5	0
US	RWS5J6EFPXE2B	0872860175	Books	5	0
US	R123339YWQT74P	0812550706	Books	5	0
US	R13OOAVKRQIFSO	0812548094	Books	5	0
US	R2BY7VXCS6PSUL	0812548094	Books	4	0
US	R3BG5ZS5RAATBR	0887307876	Books	4	1
US	R161HUFPQDXBS4	0140049975	Books	5	12
US	RCYQDIJS4OWGD	0425107469	Books	4	5
US	R3VEM63G1BX2TP	0345403959	Books	5	0
US	RXL5WUDBT473L	0812550706	Books	5	0
US	RGESCSSCKWRY4	0316920045	Books	5	3
US	R2BO56HACZTZ50	0393314804	Books	5	1
US	RKCYISBRT5OQD	0312853254	Books	5	1
US	R2DTHZHNBSJSUO	0140013997	Books	5	1
US	RETWPRX6V6FHZ	067960085X	Books	5	3
US	R2N8SKD7YZLBDK	0316920045	Books	5	0
US	R3MF3D796LF9Q4	067942850X	Books	4	0
US	R3NKTSAHN1HVG0	0425132153	Books	4	0
US	RMVMOO0XFDSON	0345350499	Books	5	0
US	R12HIULY6Z1N8U	0451160916	Books	5	10
US	R2U2C90F0AI6AE	0393314804	Books	5	0
US	R2I0UZW6RNZR30	0844660736	Books	5	2
US	R2JKHD3O76BSR3	006091307X	Books	5	0
US	R3J2RB5X2I6K8X	0807106577	Books	5	0
US	ROT6QXMUBILCV	0312857063	Books	3	0
US	R3GAJ6VLD8A2SZ	0441003257	Books	5	0
US	R1EIV2HVUUX235	0848813618	Books	5	0
US	R9VRI1SV9D6YQ	0312853238	Books	1	12
US	R1F2IGEGT8M6T4	0553346687	Books	5	4
US	R38V7AKE5R925F	1878424114	Books	5	0
US	R2NQEG9J2AFBEY	0887307876	Books	5	1
US	RRXI0LJV2ZYNH	0345350499	Books	5	0
US	RUDTRLNS5ZUW4	0380713802	Books	5	0
US	R1QR65DQZBCP40	1573225517	Books	5	0
US	R2IXPJCOYZU3E8	038072216X	Books	5	7
US	R3H9IUMRUHTJ6E	0425107469	Books	5	0
US	R1504W1QNR2MW1	0679416781	Books	5	0
US	RWUQCBJON2IZH	1573225517	Books	5	0
US	R34AZVPOZSW9K5	0679736646	Books	5	0
US	R356V895ULDEA6	0380002930	Books	5	1
US	R972TN97X074Z	0679760911	Books	3	3
US	RV1F32MHF87R7	0380715430	Books	5	2
US	RY6FMCRA2C6G3	044022165X	Books	5	0
US	RS9M28OT5T7N4	0345373243	Books	5	0
US	R59K8G0CJ0OEW	0385470819	Books	5	0
US	R1GNMKS0OZA11X	0345406680	Books	5	6
US	RNCB1AZ9LKLE5	0345350499	Books	5	0
US	RDIJLYB36XBJH	0316920045	Books	4	0
US	RPYUQ03K25X9	0821221841	Books	5	125
US	R27XEQ9VGXGXFO	0425152251	Books	5	0
US	R3H2G55LJB82X2	0060925000	Books	5	0
US	R1YOBH2BNXEYAQ	1559723505	Books	4	42
US	R1Z5UUSESTXUES	0140185232	Books	5	27
US	RQ0ADUDW2U57V	0812550706	Books	5	0
US	RMF6NQPBC6I4S	0393039102	Books	5	78
US	RN41CIOQ686S5	0060171928	Books	1	16
US	R1C1NO7QEVV4US	0671510991	Books	5	0
US	R39NO6NWJQ96CJ	0694517208	Books	5	0
US	R242OC7MZ93EIK	0441003257	Books	5	0
US	R9K7LZTF59P78	0783815484	Books	5	0
US	R1ETXMPJ4I9CO3	0345373243	Books	5	0
US	RLUN08LEHMX5G	0425152251	Books	5	1
US	R3GVKGXAXRHDDO	0553275569	Books	5	1
US	R1WJGCIJNNGL6Z	0060922583	Books	5	1
US	R1PDJM2I9AIEFC	0385424736	Books	2	0
US	R2QXFKEL1QOQAL	0679416781	Books	5	0
US	R3T6VDAXLZFIB2	0380002930	Books	5	1
US	R2MJZN0UQO60XP	0887307876	Books	5	1
US	R3BAJ5XZG2LH1Y	0192815342	Books	5	1
US	R1NTTGCS00T14C	0345406680	Books	5	2
US	R1XWM4E3K3N2QI	0374266425	Books	5	0
US	R6LYHES3R85QI	0553103547	Books	5	1
US	R236KT6Q59B1IR	0679745203	Books	5	1
US	R1Y55JZUUYPDF0	1573220167	Books	5	0
US	R1KJWQ8KCYUQA	0380002930	Books	5	0
US	RCRDA7E0B7VA1	0440133688	Books	5	0
US	R1O9XRB1EN6JG1	006017322X	Books	5	1
US	RMZG6SP9EKNW8	0201633612	Books	5	0
US	R3CI1A63YYWUDZ	0060920432	Books	4	2
US	R34FNJQP3UHQP1	0887307876	Books	5	1
US	R32HEKWCG6D1MG	0452273331	Books	5	3
US	R1MNLU4B62OKLL	0451167716	Books	5	0
US	R15VSNMLB89QU9	0812550706	Books	5	0
US	R2EOPTYLPDWHI7	0807106577	Books	5	0
US	RX648LCR8CYOL	0380002930	Books	5	2
US	R3TWF9H2TIWMTC	0345350499	Books	2	18
US	RV9UUUIPLM6G0	0812550706	Books	5	0
US	R355324WNX196Z	0385424736	Books	4	0
US	RUCZH3T6HIWIK	1568495722	Books	5	3
US	REDUV4DVZDTGY	0793518326	Books	5	0
US	R2RXYB9XWME45T	0553278355	Books	5	0
US	R6Q4EUCAX390O	0440217563	Books	5	3
US	R7K379QPR6Q1C	0060171936	Books	5	0
US	R34JAETY6NR7MX	006097625X	Books	5	0
US	R2SGFF6B412B6	0399128964	Books	5	0
US	R2NRK425Q231AW	0385302320	Books	5	0
US	R2XGXVXG2M8XI2	0312853238	Books	5	0
US	R36L01NNBJ0S6G	0316921173	Books	5	0
US	R3LUQUTF3HPVI0	006097625X	Books	5	0
US	R282I5F1MT2XIL	0805017305	Books	5	1
US	R1HJ2HPL66E3MJ	0684874350	Books	5	1
US	R3T6NEXZW63DW1	0060920432	Books	5	0
US	R3HDQCVRRQLZXV	0688002307	Books	5	1
US	R2NO8MN16LNBK8	0060920084	Books	5	0
US	R5KMZ29QY5MB5	0887307876	Books	5	1
US	R2MBKL7SSVQBY6	0140379851	Books	5	0
US	R2U4CHFKUVEA38	0679745203	Books	5	0
US	R2KRZMT0HC9I35	0061091669	Books	5	4
US	R1JPISF17N0HFJ	0380002930	Books	5	2
US	R3OENVMHDIAP72	0446310786	Books	5	1
US	R1FQXO1RR0JPI9	1568490119	Books	5	4
US	RC51G5RLCYZK4	0671876813	Books	5	0
US	R2Y0ASG9UN4A6U	0393312836	Books	5	0
US	R30AW29Q00VZOB	0679416781	Books	5	0
US	R1D74VOXK6M2S6	0452270073	Books	5	4
US	R2AD5CFJGQKJQ3	0205191584	Books	5	45
US	R2P7XLGHWGDM4S	0060175184	Books	5	0
US	RXI5DPIRSBKVF	0812550706	Books	5	5
US	R20TJKWEF6BMAE	0684874350	Books	5	0
US	R6DDQTLV8ZLBA	0140067477	Books	5	2
US	R22Z16FP76TVXZ	0812550706	Books	5	0
US	R2R9M3LQ7IBTI8	1559948671	Books	5	2
US	RNTEG9YB5YIL3	0679745203	Books	4	0
US	R3W124L3X8AH2L	0679441018	Books	5	0
US	R36ALJRU0ZIUIQ	0553375636	Books	5	0
US	R22A68L9ABL4KJ	006091307X	Books	5	0
US	R182SIHF5UG07H	0812550706	Books	1	17
US	R2O1UWKZD04JYA	0312853254	Books	5	0
US	R33G2BEQRHQFC4	0679441018	Books	4	0
US	R1BZROBNSG7MZ0	0393316041	Books	5	0
US	R1LB3V1BY979MW	0385043805	Books	5	0
US	R1BJHRYL8UTSH4	0425107469	Books	5	10
US	R3S2SYZQ25DAAN	044651652X	Books	1	4
US	RCQJ5BW4RXDAC	0812550706	Books	5	0
US	R3SLLQ4Y8XRVB1	0679745203	Books	5	0
US	R27OCLBVNRECMI	0684874350	Books	5	1
US	R2UFYPA7RDL20X	0812548094	Books	3	0
US	R3K7F2LR179XF8	0812550706	Books	5	0
US	RE1C5CWCI7PEA	0312853238	Books	5	0
US	R2WS49FIY5UEDI	0345350472	Books	5	0
US	R3DG1QOCJ4Q36O	0385311400	Books	5	0
US	R13KUKEEASA56O	0312954468	Books	5	0
US	RRWHKVEU1MKRQ	0345389409	Books	2	0
US	R39OQBUHDI5TF	0385292244	Books	5	1
US	R3MXDOSV7MWMQO	0684874350	Books	2	1
US	R3PQQG9U109PP1	0312857063	Books	4	1
US	RYS64E095Y60J	0385311400	Books	5	2
US	R19LWFCYINXUBU	0684833395	Books	5	0
US	R146399BLCMZ80	0380002930	Books	5	0
US	R1ZBTRVU0RM53U	0553103547	Books	5	2
US	R11J1XLOY7D4WN	0812550706	Books	5	0
US	R3J1JOI397YB9I	0440211727	Books	5	0
US	R23NA9TKPVCTC7	0553565915	Books	5	1
US	R2W46PLTVAYO3O	0394530411	Books	5	1
US	R2W3DZU8TV56IQ	051788710X	Books	5	4
US	R4HO2XAG3XVN6	0385121679	Books	5	1
US	R1YI0VMK83XS4Y	0679745203	Books	5	0
US	RHPZ8THDWWJ1U	1574530011	Books	5	0
US	R2J6T2RHTF505Q	0553477838	Books	4	0
US	R25948UYG1WPGP	0425129586	Books	5	0
US	REQP9KGVNBV7F	0060920084	Books	5	4
US	R3E2YCR3TEJGBA	0679731725	Books	3	2
US	R1AZDGC8C9IM7Y	0385311400	Books	5	1
US	R8KF0B8IAVK9F	0027000303	Books	5	0
US	RCBCN2B1OSYNL	0385311400	Books	5	0
US	R4F2BT3H7MLXV	0696204800	Books	5	11
US	R2UBM2U5QSANVJ	0446310786	Books	4	1
US	R14AFVV5A2QOOJ	0606027459	Books	5	0
US	R1QXZKVLYEP46C	039472903X	Books	5	1
US	R3UYHJO5VU58MI	0312854021	Books	5	0
US	R144HVJ3H1TEHI	0385311400	Books	5	0
US	R1OXH0FWP62EMO	0441003257	Books	5	1
US	REMLG921UM3YX	0374266425	Books	5	0
US	R1OP1GBUZAG67D	0385482582	Books	1	1
US	R3POML80GBJ77I	0385311400	Books	5	0
US	R2TG9SKTYRMDT5	0684874350	Books	5	1
US	RAVLUJVUQUMF	0880381736	Books	5	0
US	RVG559CHF4TGG	0312853238	Books	5	0
US	R14WOG09R7H54P	0812550706	Books	5	0
US	R3GNOZE4WL38UV	0307681114	Books	5	1
US	R3KK6F6KHVVQH3	1881273156	Books	5	5
US	RAL11BT8IQ0UY	0517122707	Books	5	0
US	R18992UG9M5TZS	0553270435	Books	3	2
US	R2OGB2RA0EUVUB	0385311400	Books	5	0
US	R1X7P9Z7LYCUC2	0517702967	Books	5	0
US	R24PSIMOKJANMG	0312954468	Books	1	42
US	R3JDLK42XQJROR	0553473328	Books	5	0
US	R1JX6W8SZH2OA1	0812548094	Books	5	0
US	R6BU1LOBX3YN2	0451452739	Books	5	0
US	RHGCWBDSKN5V0	0451523652	Books	5	0
US	R2CY1A2AY7LP0P	0812550706	Books	2	3
US	R2F4SJ7QVP341G	0486650677	Books	5	18
US	R3U3QBSNKXLCNC	0553268120	Books	5	2
US	RMJ31DYS07KP2	0553260111	Books	5	1
US	R28M51EEAG1CSZ	1881273156	Books	5	1
US	R2PFIWRBPF44TW	0440131480	Books	5	0
US	R1Z9A96575AKFI	0802130208	Books	5	11
US	RVVE3ECUTXY0E	0679745203	Books	5	0
US	R2QJQMX4KPKV0N	0385311400	Books	5	0
US	R3AC50YZ7I2KLI	0553280325	Books	5	1
US	R1UERERFVCXBQG	0425132153	Books	5	0
US	R1FYSDG90B30AF	0451169514	Books	5	0
US	RR7ICU8BAAA1K	0451169514	Books	2	8
US	R31PDSORFL0A02	0553473328	Books	5	0
US	R3T0W9L8GSU1VZ	0380002930	Books	5	0
US	R3NFEYDSONH9CJ	0140049975	Books	5	0
US	R2T1M7QY9184MI	0385486804	Books	5	0
US	R2BM2MQ3DSZAG2	0446520950	Books	5	0
US	R26KMHLHL6GIJ6	0451175123	Books	5	0
US	R3KQXTDJ41Y2OW	0385121679	Books	5	1
US	R2EI93NU3W34LP	0440111498	Books	5	1
US	R1SL8R9QXXLAU	078710017X	Books	5	0
US	R2EVX0XY411KAB	0312954468	Books	5	0
US	RUF2NKAM4CDEP	0679731725	Books	5	1
US	R2I73PYYQZ6KK9	0451175123	Books	5	0
US	RMUZ8AW864BTC	0553277472	Books	5	1
US	R38UI9LKPEXA14	0804102988	Books	3	1
US	RQYK4JK98F4OD	0486211045	Books	5	1
US	R11BA9NQPPUQ25	044651652X	Books	1	2
US	R33AGFVFDSTNZV	0679720200	Books	4	0
US	R311KBCXPI0LZ2	0783811950	Books	5	1
US	R431CU6PHISD9	0060975768	Books	5	1
US	R1HUJT6O6KRUJQ	0553565915	Books	5	2
US	RGF2LGZAYSLC6	0312932081	Books	5	0
US	RYXXXY0I1WESW	006017322X	Books	5	1
US	R2YOYJM3CG321C	0553278355	Books	5	0
US	R2VLSGSXSXT8A5	0887306713	Books	5	1
US	R1FUNHQ3CJYBEJ	0553260111	Books	2	7
US	R3B92WBNUCR1YB	0671688782	Books	5	18
US	R2P5897V0HQ2RN	0679745203	Books	5	0
US	R1ELCJ2PKQC4XM	0812550706	Books	5	0
US	R21PDZYWQNZ4BF	0425132153	Books	5	0
US	R3Q3QLY61JQPFQ	0440539811	Books	5	0
US	R24Z36FZHHE72B	0060920386	Books	5	11
US	R1S07O5S7EBDRT	0385311400	Books	5	0
US	R152JJ0OBO77IV	0451525884	Books	5	0
US	RCDRWXN82709D	0440539811	Books	5	1
US	R2NE2ZNXF60LFV	0812548094	Books	4	0
US	R37XAYD6Q15CVO	1573225517	Books	5	0
US	R3A6W0J12CG73I	0812550706	Books	5	0
US	R2TZDA5T33VCBG	0385311400	Books	4	1
US	R3PA83P5W7FTAM	0070016798	Books	5	2
US	R20WY3CO6OIO3J	0060174900	Books	5	0
US	R2U3HKS56ELCR6	0802130208	Books	5	0
US	R2I27X6RFV91AP	0880381736	Books	5	0
US	R2IZB1LHVSC6GV	0345403959	Books	5	0
US	RE04JMZZIQ3OA	0312084986	Books	5	1
US	R2ZPP2V9MZL0ZN	0517702967	Books	4	0
US	R28F1BBT2O57KQ	0440213525	Books	2	0
US	R1RTS07J6OQS03	1563523302	Books	5	0
US	R25KPKVL95S5UV	0552124753	Books	5	0
US	R1PTQBX1I7PLON	0553277472	Books	5	1
US	R1SBVW44W1A98F	0553260111	Books	4	0
US	R37XWQVX9ISXLF	0887306101	Books	5	0
US	R2WNWYZ57WA99R	068483605X	Books	5	2
US	R1OYFJ36JN2YUI	0451169514	Books	5	0
US	RMP46UA3N3F6A	0446520950	Books	5	0
US	R36NA1CV11FQPL	0553328255	Books	5	0
US	R3R19TEU17UXID	0385424736	Books	5	0
US	R1ZGCC12QPLWZ1	0060171928	Books	4	1
US	R3AV5V3WV78SI4	0802130208	Books	5	0
US	R3BQDLM9TS3TPS	006016848X	Books	5	1
US	R2EC3V75VGV2QW	067972768X	Books	5	0
US	R1XUNFRYKD1D2O	0440180295	Books	5	0
US	R2TFR9YW4PGWEX	0553269631	Books	5	1
US	RVVLWUGE9IYYV	0385176228	Books	5	1
US	RN5R5JA3XDWQ7	1573225517	Books	5	0
US	R20QRRP8IM1Z1N	0385424736	Books	3	0
US	R145NJRPGQCA1B	0887306101	Books	5	0
US	R3DSBNBJ2LE1CR	0440211727	Books	5	0
US	R34CWPUXPRVLVQ	0553573411	Books	4	3
US	R3UEPIFBX74MD3	0316921173	Books	5	0
US	RRE3FZHZZLZ4L	0440213525	Books	5	0
US	RA4MHYF2FL8FW	0345363132	Books	5	5
US	R31X716K5OLBY8	0060926317	Books	1	4
US	R1MJIMEM4LTGZ7	0316545856	Books	5	3
US	R1LK25Y87JEPDX	0812550706	Books	5	0
US	R3R9USQ2ACUREN	0679745203	Books	1	8
US	R2MZ74XGOCIAP7	0345315227	Books	2	1
US	R1CFLAUB3HVTLQ	0671701800	Books	4	0
US	R390GL6G9NAQMX	0553260111	Books	5	0
US	R1QURARBSDMPMC	0131103628	Books	5	0
US	R1DCHEM0IAKU33	0679731377	Books	5	0
US	R2QONOGLGPXZQR	0385486804	Books	5	0
US	R2Q07ZDQ7PF7Y9	0671701800	Books	5	1
US	RQFUXYA3EJ5X7	0684874350	Books	5	1
US	R69KYT82BW504	0425107469	Books	5	0
US	R3KZGHD48RO4GT	0679745203	Books	5	0
US	R26L54DJI92NY6	0345315227	Books	4	1
US	R2G8TL1PQO2U4V	0684874350	Books	5	1
US	R3DZAPKIKZW4U7	0880389052	Books	5	1
US	R3LWS5IYSH84O8	0393316041	Books	4	2
US	R1UHZMDT3PVBTJ	0440211727	Books	5	0
US	R3LVPQOL3QTB8S	0880381736	Books	5	0
US	RW2UVKVG60U4U	1567184855	Books	5	1
US	R2PWJPGD84WMON	0380715430	Books	5	3
US	R1ON5TMN4D3J5C	0671721720	Books	5	0
US	R199XB9R1TULXD	0812550706	Books	1	3
US	RTJ7FGV2J0T3R	0385472951	Books	5	0
US	R1E3B26R2IJ3AM	0385472951	Books	5	0
US	RP23N0B3HOBKV	0385472951	Books	5	0
US	R2I80A7SE0G124	0385472951	Books	5	0
US	R1XOLCQG47F38C	1573220485	Books	5	0
US	R3TZLU6QM5I3GZ	0446520950	Books	3	1
US	R6E1T90WB3JTG	0385472951	Books	4	0
US	R7WMIEOVL0VYN	0312853254	Books	5	0
US	R6ESJ4JMEBBBR	0385472951	Books	5	2
US	R3SUXUXPNJ622R	0899663036	Books	5	4
US	R2Y0PUDMWP4MU9	0446343129	Books	5	25
US	R5AKGW1GOSBZY	0140042393	Books	5	0
US	R1K4G2R2IY9UTF	0201633612	Books	5	423
US	R2PKZNJB4617SD	0312962118	Books	5	2
US	RJCSTM6UDV4XO	0385311400	Books	5	0
US	R19EZOBYAWUOZE	0385472951	Books	5	0
US	RE13U7LLAVYUC	0385472951	Books	2	1
US	R16F27Q7H10HF6	0812550706	Books	5	0
US	R1UIJI2NHNOIWM	055347698X	Books	5	4
US	R2LVROQJ8YBUJN	0380002930	Books	5	0
US	R1JEH9A563W1HV	0345404998	Books	5	0
US	R2J3AWBGSJTAC3	0451452739	Books	5	0
US	R2CVOCAT7X6Y4G	0684874350	Books	5	0
US	R1GTB214AWHSHH	1574530011	Books	5	0
US	R208QGOKLSJZXH	0312853238	Books	5	0
US	R1DOVIMMNKKKJN	0679745203	Books	5	0
US	RO2R8P9FEDQ10	019282760X	Books	5	1
US	RUU6XLNNKCBZ9	0385472951	Books	2	0
US	RUTQLWKJFQLGU	1556154844	Books	5	0
US	R34NLB13A2ZKM6	0385472951	Books	3	0
US	R1SFAREBQJGSPQ	0151001820	Books	5	0
US	RA3MMFS6TW84O	0694517208	Books	2	4
US	R7GILJ68CCCYX	0385472951	Books	4	0
US	RZ3YRT85HCZNN	0385472951	Books	1	0
US	R70UM3Z67ML66	0385472951	Books	3	0
US	R2VALH9XOM3X8O	1556154844	Books	5	0
US	R2G03MYY74RAIO	0345403959	Books	5	0
US	R3GWZF7AZIMIUB	0553573411	Books	5	0
US	R2PORF1MXQ4XYH	0385472951	Books	2	0
US	R3IEHFRNQW3WCE	0385472951	Books	1	0
US	R35TXUXHCWFFOW	0312854021	Books	5	0
US	R6JBB1BY1IKVY	1556154844	Books	5	0
US	RUJ92XXISFK1L	0156528207	Books	5	0
US	R1RDEDHYCAYXKJ	0679745203	Books	5	0
US	R1FP0V535L8UCE	0140049975	Books	5	2
US	R3W0DLAW6IDYJO	0893860220	Books	5	6
US	R2T53ZFLO754BX	0425156842	Books	5	3
US	R3U77Q149CGGVT	0385472951	Books	5	0
US	R1K4FRJVN74KI7	0679735909	Books	5	0
US	R7D5XKBWH4N90	0131103628	Books	5	0
US	R1ZKAATWI1ZO0T	0345373243	Books	4	4
US	R2FHV5W9ULF9OQ	0425132153	Books	5	0
US	R8YMYSI2SDG71	0345315227	Books	1	1
US	R2JJ6GFXRTW1MU	0345315227	Books	2	1
US	R3N4HDE45UK2CH	0440133688	Books	5	0
US	R1QSYCNLYM3SU1	0140072187	Books	5	6
US	R14I3ZTB6GP77B	0027000303	Books	5	0
US	RD3FE1RTIM55E	0385472951	Books	1	0
US	R26KAKXVK8OGSX	0374119171	Books	5	2
US	R2SYP444PAFIWT	0670813028	Books	5	0
US	R39YMWRKWKWQS1	006097625X	Books	5	6
US	RIBCTQGLL86Z8	0385472951	Books	5	0
US	R2VZBEYARS2GPH	0131101633	Books	5	0
US	RMYPP1FX359CG	1573225517	Books	5	0
US	R12RW3WLCJQPP	0887307876	Books	1	3
US	RG5ZWSAVRA0OI	0679745203	Books	5	0
US	R2KOZF28B3Q8B1	0312932081	Books	5	0
US	R3GVS76MOXT89M	0517702967	Books	3	0
US	R3D09HBA603FMK	0812548094	Books	5	0
US	RJQULF9LEY0Y8	089845865X	Books	5	0
US	RZESZUK1EPGV3	0131103628	Books	5	1
US	R23P1ROJ1HAFSH	0553277472	Books	5	1
US	RKV5308RIG6OA	0872860175	Books	5	1
US	R2ADTX5SQ7E5ZP	0385485786	Books	3	0
US	R15MPG95T6XYVK	0679745203	Books	2	4
US	R14OUHPVORRRW2	0060920386	Books	4	1
US	R33SVR9F8QVHGO	0441003257	Books	5	0
US	R2TDT4LY4ZGVTY	0316921173	Books	5	1
US	R2HPRIC3V746S9	0312853238	Books	5	0
US	R30RPD7MDO5HRT	0453008801	Books	5	0
US	R2MONJB3K1WC3T	0553288105	Books	5	1
US	R1TARDS0PODK1T	1573225517	Books	4	0
US	RCC36Q5DIINWW	094113086X	Books	5	1
US	R36JHUFOW8XXU3	0441003257	Books	5	0
US	R1RYD3MHHEBDTK	0440133688	Books	5	0
US	R6WIAS6LZ9ESI	0679405496	Books	5	2
US	R15LAFY19R7JXT	0385472951	Books	5	0
US	R2M0RRL53KQLFF	0345315227	Books	3	0
US	RBQ5J2QJM048K	0345315227	Books	4	1
US	R16VMKDMD89U2S	0802130208	Books	5	0
US	R2VOO1XGHVG28H	1563523302	Books	4	1
US	R2QQXWJWF0GER3	0684874350	Books	5	0
US	R1TR02Q9BNMA5K	0553277472	Books	5	2
US	R3D4UZJNJPX7NO	067942850X	Books	5	0
US	R2DE2YEWS3Q4DF	0553573411	Books	5	0
US	R1TGUQ0R4DHX8	0553266306	Books	5	1
US	R2AQF6MWEUH0SI	0679441018	Books	2	0
US	R2PP7F9CRLRZ5B	0024181900	Books	5	0
US	RNR9QMG8NNLXC	0385472951	Books	4	0
US	R39MYW3J4OMDUO	0385311400	Books	5	0
US	R2DGU0ZC8RFS6R	0440213525	Books	5	0
US	RATK6GUFEND9W	0345315227	Books	3	0
US	R1NXE6OESUOV2C	0517702967	Books	1	0
US	R38XOJBWTZ9HY7	0385472951	Books	4	0
US	R1L3DO5OO0CSXH	1573225517	Books	5	0
US	RUNIJR4VAX1N9	0385485786	Books	5	0
US	R21NO4FPYH7KR	0060975768	Books	5	1
US	R1XY7Z36OC2MKX	0385472951	Books	1	0
US	R2X5M13HT18CPM	0684803356	Books	4	0
US	R32B1RXEBRL5B5	0446520950	Books	2	0
US	R379OFMRJKEWII	0345315227	Books	1	1
US	R3SEW44202NDXU	0887307876	Books	4	1
US	R2P22JEDCN21PM	1559723505	Books	5	12
US	R28BRDF50UT3CG	0451450523	Books	5	2
US	RG0085SIOFL0X	0553260111	Books	2	1
US	RMNH7A0BAQKEE	0394573552	Books	5	1
US	R3M776PSVKZ1SU	0446520950	Books	4	0
US	R3LGL4OOQ21PN	0440178002	Books	4	1
US	R2N3KPMG5T1J0H	044022165X	Books	4	0
US	R3AFXPWLUMPZK3	0345350499	Books	5	0
US	R2G1VE88GR0JY7	0385472951	Books	4	0
US	R16S4D761CCIIY	0899666930	Books	5	0
US	R1FRA5MAATTVGN	0451169514	Books	5	0
US	R3P2QC3Y4KJBOE	0385485786	Books	4	0
US	RUKD3761RRV3W	0385472951	Books	4	1
US	R3638HA7J3999A	0345315227	Books	5	1
US	RXSGJ7WMU2NUJ	0872860175	Books	5	0
US	RHJ9DCQHFMPS8	0140013997	Books	5	0
US	R2I80LMPTWI13C	0385424736	Books	5	0
US	R1AK0R5TBL4BEA	0316921173	Books	5	0
US	R5WG8WZ6YUXWG	0451193881	Books	5	0
US	ROAX22JSYYR9N	0385424736	Books	5	0
US	R2T8J34C96Q0AG	0684874350	Books	5	0
US	R1261213FI2798	0385486804	Books	4	0
US	R2ND76E22O75MW	0394533054	Books	5	0
US	R2X5AGGF6ZF18R	0684102501	Books	5	0
US	R3MBYHJYG8E6M5	0385472951	Books	4	0
